date,year,quarter,month_number,month_name,week_number,day_of_week,is_weekend,is_bank_holiday,financial_year,financial_quarter,financial_month
2023-05-30,2023,2,5,May,22,Tuesday,False,False,2023,1,2
2023-05-31,2023,2,5,May,22,Wednesday,False,False,2023,1,2
2023-06-01,2023,2,6,June,22,Thursday,False,False,2023,1,3
2023-06-02,2023,2,6,June,22,Friday,False,False,2023,1,3
2023-06-03,2023,2,6,June,22,Saturday,True,False,2023,1,3
2023-06-04,2023,2,6,June,22,Sunday,True,False,2023,1,3
2023-06-05,2023,2,6,June,23,Monday,False,False,2023,1,3
2023-06-06,2023,2,6,June,23,Tuesday,False,False,2023,1,3
2023-06-07,2023,2,6,June,23,Wednesday,False,False,2023,1,3
2023-06-08,2023,2,6,June,23,Thursday,False,False,2023,1,3
2023-06-09,2023,2,6,June,23,Friday,False,False,2023,1,3
2023-06-10,2023,2,6,June,23,Saturday,True,False,2023,1,3
2023-06-11,2023,2,6,June,23,Sunday,True,False,2023,1,3
2023-06-12,2023,2,6,June,24,Monday,False,False,2023,1,3
2023-06-13,2023,2,6,June,24,Tuesday,False,False,2023,1,3
2023-06-14,2023,2,6,June,24,Wednesday,False,False,2023,1,3
2023-06-15,2023,2,6,June,24,Thursday,False,False,2023,1,3
2023-06-16,2023,2,6,June,24,Friday,False,False,2023,1,3
2023-06-17,2023,2,6,June,24,Saturday,True,False,2023,1,3
2023-06-18,2023,2,6,June,24,Sunday,True,False,2023,1,3
2023-06-19,2023,2,6,June,25,Monday,False,False,2023,1,3
2023-06-20,2023,2,6,June,25,Tuesday,False,False,2023,1,3
2023-06-21,2023,2,6,June,25,Wednesday,False,False,2023,1,3
2023-06-22,2023,2,6,June,25,Thursday,False,False,2023,1,3
2023-06-23,2023,2,6,June,25,Friday,False,False,2023,1,3
2023-06-24,2023,2,6,June,25,Saturday,True,False,2023,1,3
2023-06-25,2023,2,6,June,25,Sunday,True,False,2023,1,3
2023-06-26,2023,2,6,June,26,Monday,False,False,2023,1,3
2023-06-27,2023,2,6,June,26,Tuesday,False,False,2023,1,3
2023-06-28,2023,2,6,June,26,Wednesday,False,False,2023,1,3
2023-06-29,2023,2,6,June,26,Thursday,False,False,2023,1,3
2023-06-30,2023,2,6,June,26,Friday,False,False,2023,1,3
2023-07-01,2023,3,7,July,26,Saturday,True,False,2023,2,4
2023-07-02,2023,3,7,July,26,Sunday,True,False,2023,2,4
2023-07-03,2023,3,7,July,27,Monday,False,False,2023,2,4
2023-07-04,2023,3,7,July,27,Tuesday,False,False,2023,2,4
2023-07-05,2023,3,7,July,27,Wednesday,False,False,2023,2,4
2023-07-06,2023,3,7,July,27,Thursday,False,False,2023,2,4
2023-07-07,2023,3,7,July,27,Friday,False,False,2023,2,4
2023-07-08,2023,3,7,July,27,Saturday,True,False,2023,2,4
2023-07-09,2023,3,7,July,27,Sunday,True,False,2023,2,4
2023-07-10,2023,3,7,July,28,Monday,False,False,2023,2,4
2023-07-11,2023,3,7,July,28,Tuesday,False,False,2023,2,4
2023-07-12,2023,3,7,July,28,Wednesday,False,False,2023,2,4
2023-07-13,2023,3,7,July,28,Thursday,False,False,2023,2,4
2023-07-14,2023,3,7,July,28,Friday,False,False,2023,2,4
2023-07-15,2023,3,7,July,28,Saturday,True,False,2023,2,4
2023-07-16,2023,3,7,July,28,Sunday,True,False,2023,2,4
2023-07-17,2023,3,7,July,29,Monday,False,False,2023,2,4
2023-07-18,2023,3,7,July,29,Tuesday,False,False,2023,2,4
2023-07-19,2023,3,7,July,29,Wednesday,False,False,2023,2,4
2023-07-20,2023,3,7,July,29,Thursday,False,False,2023,2,4
2023-07-21,2023,3,7,July,29,Friday,False,False,2023,2,4
2023-07-22,2023,3,7,July,29,Saturday,True,False,2023,2,4
2023-07-23,2023,3,7,July,29,Sunday,True,False,2023,2,4
2023-07-24,2023,3,7,July,30,Monday,False,False,2023,2,4
2023-07-25,2023,3,7,July,30,Tuesday,False,False,2023,2,4
2023-07-26,2023,3,7,July,30,Wednesday,False,False,2023,2,4
2023-07-27,2023,3,7,July,30,Thursday,False,False,2023,2,4
2023-07-28,2023,3,7,July,30,Friday,False,False,2023,2,4
2023-07-29,2023,3,7,July,30,Saturday,True,False,2023,2,4
2023-07-30,2023,3,7,July,30,Sunday,True,False,2023,2,4
2023-07-31,2023,3,7,July,31,Monday,False,False,2023,2,4
2023-08-01,2023,3,8,August,31,Tuesday,False,False,2023,2,5
2023-08-02,2023,3,8,August,31,Wednesday,False,False,2023,2,5
2023-08-03,2023,3,8,August,31,Thursday,False,False,2023,2,5
2023-08-04,2023,3,8,August,31,Friday,False,False,2023,2,5
2023-08-05,2023,3,8,August,31,Saturday,True,False,2023,2,5
2023-08-06,2023,3,8,August,31,Sunday,True,False,2023,2,5
2023-08-07,2023,3,8,August,32,Monday,False,False,2023,2,5
2023-08-08,2023,3,8,August,32,Tuesday,False,False,2023,2,5
2023-08-09,2023,3,8,August,32,Wednesday,False,False,2023,2,5
2023-08-10,2023,3,8,August,32,Thursday,False,False,2023,2,5
2023-08-11,2023,3,8,August,32,Friday,False,False,2023,2,5
2023-08-12,2023,3,8,August,32,Saturday,True,False,2023,2,5
2023-08-13,2023,3,8,August,32,Sunday,True,False,2023,2,5
2023-08-14,2023,3,8,August,33,Monday,False,False,2023,2,5
2023-08-15,2023,3,8,August,33,Tuesday,False,False,2023,2,5
2023-08-16,2023,3,8,August,33,Wednesday,False,False,2023,2,5
2023-08-17,2023,3,8,August,33,Thursday,False,False,2023,2,5
2023-08-18,2023,3,8,August,33,Friday,False,False,2023,2,5
2023-08-19,2023,3,8,August,33,Saturday,True,False,2023,2,5
2023-08-20,2023,3,8,August,33,Sunday,True,False,2023,2,5
2023-08-21,2023,3,8,August,34,Monday,False,False,2023,2,5
2023-08-22,2023,3,8,August,34,Tuesday,False,False,2023,2,5
2023-08-23,2023,3,8,August,34,Wednesday,False,False,2023,2,5
2023-08-24,2023,3,8,August,34,Thursday,False,False,2023,2,5
2023-08-25,2023,3,8,August,34,Friday,False,False,2023,2,5
2023-08-26,2023,3,8,August,34,Saturday,True,False,2023,2,5
2023-08-27,2023,3,8,August,34,Sunday,True,False,2023,2,5
2023-08-28,2023,3,8,August,35,Monday,False,True,2023,2,5
2023-08-29,2023,3,8,August,35,Tuesday,False,False,2023,2,5
2023-08-30,2023,3,8,August,35,Wednesday,False,False,2023,2,5
2023-08-31,2023,3,8,August,35,Thursday,False,False,2023,2,5
2023-09-01,2023,3,9,September,35,Friday,False,False,2023,2,6
2023-09-02,2023,3,9,September,35,Saturday,True,False,2023,2,6
2023-09-03,2023,3,9,September,35,Sunday,True,False,2023,2,6
2023-09-04,2023,3,9,September,36,Monday,False,False,2023,2,6
2023-09-05,2023,3,9,September,36,Tuesday,False,False,2023,2,6
2023-09-06,2023,3,9,September,36,Wednesday,False,False,2023,2,6
2023-09-07,2023,3,9,September,36,Thursday,False,False,2023,2,6
2023-09-08,2023,3,9,September,36,Friday,False,False,2023,2,6
2023-09-09,2023,3,9,September,36,Saturday,True,False,2023,2,6
2023-09-10,2023,3,9,September,36,Sunday,True,False,2023,2,6
2023-09-11,2023,3,9,September,37,Monday,False,False,2023,2,6
2023-09-12,2023,3,9,September,37,Tuesday,False,False,2023,2,6
2023-09-13,2023,3,9,September,37,Wednesday,False,False,2023,2,6
2023-09-14,2023,3,9,September,37,Thursday,False,False,2023,2,6
2023-09-15,2023,3,9,September,37,Friday,False,False,2023,2,6
2023-09-16,2023,3,9,September,37,Saturday,True,False,2023,2,6
2023-09-17,2023,3,9,September,37,Sunday,True,False,2023,2,6
2023-09-18,2023,3,9,September,38,Monday,False,False,2023,2,6
2023-09-19,2023,3,9,September,38,Tuesday,False,False,2023,2,6
2023-09-20,2023,3,9,September,38,Wednesday,False,False,2023,2,6
2023-09-21,2023,3,9,September,38,Thursday,False,False,2023,2,6
2023-09-22,2023,3,9,September,38,Friday,False,False,2023,2,6
2023-09-23,2023,3,9,September,38,Saturday,True,False,2023,2,6
2023-09-24,2023,3,9,September,38,Sunday,True,False,2023,2,6
2023-09-25,2023,3,9,September,39,Monday,False,False,2023,2,6
2023-09-26,2023,3,9,September,39,Tuesday,False,False,2023,2,6
2023-09-27,2023,3,9,September,39,Wednesday,False,False,2023,2,6
2023-09-28,2023,3,9,September,39,Thursday,False,False,2023,2,6
2023-09-29,2023,3,9,September,39,Friday,False,False,2023,2,6
2023-09-30,2023,3,9,September,39,Saturday,True,False,2023,2,6
2023-10-01,2023,4,10,October,39,Sunday,True,False,2023,3,7
2023-10-02,2023,4,10,October,40,Monday,False,False,2023,3,7
2023-10-03,2023,4,10,October,40,Tuesday,False,False,2023,3,7
2023-10-04,2023,4,10,October,40,Wednesday,False,False,2023,3,7
2023-10-05,2023,4,10,October,40,Thursday,False,False,2023,3,7
2023-10-06,2023,4,10,October,40,Friday,False,False,2023,3,7
2023-10-07,2023,4,10,October,40,Saturday,True,False,2023,3,7
2023-10-08,2023,4,10,October,40,Sunday,True,False,2023,3,7
2023-10-09,2023,4,10,October,41,Monday,False,False,2023,3,7
2023-10-10,2023,4,10,October,41,Tuesday,False,False,2023,3,7
2023-10-11,2023,4,10,October,41,Wednesday,False,False,2023,3,7
2023-10-12,2023,4,10,October,41,Thursday,False,False,2023,3,7
2023-10-13,2023,4,10,October,41,Friday,False,False,2023,3,7
2023-10-14,2023,4,10,October,41,Saturday,True,False,2023,3,7
2023-10-15,2023,4,10,October,41,Sunday,True,False,2023,3,7
2023-10-16,2023,4,10,October,42,Monday,False,False,2023,3,7
2023-10-17,2023,4,10,October,42,Tuesday,False,False,2023,3,7
2023-10-18,2023,4,10,October,42,Wednesday,False,False,2023,3,7
2023-10-19,2023,4,10,October,42,Thursday,False,False,2023,3,7
2023-10-20,2023,4,10,October,42,Friday,False,False,2023,3,7
2023-10-21,2023,4,10,October,42,Saturday,True,False,2023,3,7
2023-10-22,2023,4,10,October,42,Sunday,True,False,2023,3,7
2023-10-23,2023,4,10,October,43,Monday,False,False,2023,3,7
2023-10-24,2023,4,10,October,43,Tuesday,False,False,2023,3,7
2023-10-25,2023,4,10,October,43,Wednesday,False,False,2023,3,7
2023-10-26,2023,4,10,October,43,Thursday,False,False,2023,3,7
2023-10-27,2023,4,10,October,43,Friday,False,False,2023,3,7
2023-10-28,2023,4,10,October,43,Saturday,True,False,2023,3,7
2023-10-29,2023,4,10,October,43,Sunday,True,False,2023,3,7
2023-10-30,2023,4,10,October,44,Monday,False,False,2023,3,7
2023-10-31,2023,4,10,October,44,Tuesday,False,False,2023,3,7
2023-11-01,2023,4,11,November,44,Wednesday,False,False,2023,3,8
2023-11-02,2023,4,11,November,44,Thursday,False,False,2023,3,8
2023-11-03,2023,4,11,November,44,Friday,False,False,2023,3,8
2023-11-04,2023,4,11,November,44,Saturday,True,False,2023,3,8
2023-11-05,2023,4,11,November,44,Sunday,True,False,2023,3,8
2023-11-06,2023,4,11,November,45,Monday,False,False,2023,3,8
2023-11-07,2023,4,11,November,45,Tuesday,False,False,2023,3,8
2023-11-08,2023,4,11,November,45,Wednesday,False,False,2023,3,8
2023-11-09,2023,4,11,November,45,Thursday,False,False,2023,3,8
2023-11-10,2023,4,11,November,45,Friday,False,False,2023,3,8
2023-11-11,2023,4,11,November,45,Saturday,True,False,2023,3,8
2023-11-12,2023,4,11,November,45,Sunday,True,False,2023,3,8
2023-11-13,2023,4,11,November,46,Monday,False,False,2023,3,8
2023-11-14,2023,4,11,November,46,Tuesday,False,False,2023,3,8
2023-11-15,2023,4,11,November,46,Wednesday,False,False,2023,3,8
2023-11-16,2023,4,11,November,46,Thursday,False,False,2023,3,8
2023-11-17,2023,4,11,November,46,Friday,False,False,2023,3,8
2023-11-18,2023,4,11,November,46,Saturday,True,False,2023,3,8
2023-11-19,2023,4,11,November,46,Sunday,True,False,2023,3,8
2023-11-20,2023,4,11,November,47,Monday,False,False,2023,3,8
2023-11-21,2023,4,11,November,47,Tuesday,False,False,2023,3,8
2023-11-22,2023,4,11,November,47,Wednesday,False,False,2023,3,8
2023-11-23,2023,4,11,November,47,Thursday,False,False,2023,3,8
2023-11-24,2023,4,11,November,47,Friday,False,False,2023,3,8
2023-11-25,2023,4,11,November,47,Saturday,True,False,2023,3,8
2023-11-26,2023,4,11,November,47,Sunday,True,False,2023,3,8
2023-11-27,2023,4,11,November,48,Monday,False,False,2023,3,8
2023-11-28,2023,4,11,November,48,Tuesday,False,False,2023,3,8
2023-11-29,2023,4,11,November,48,Wednesday,False,False,2023,3,8
2023-11-30,2023,4,11,November,48,Thursday,False,False,2023,3,8
2023-12-01,2023,4,12,December,48,Friday,False,False,2023,3,9
2023-12-02,2023,4,12,December,48,Saturday,True,False,2023,3,9
2023-12-03,2023,4,12,December,48,Sunday,True,False,2023,3,9
2023-12-04,2023,4,12,December,49,Monday,False,False,2023,3,9
2023-12-05,2023,4,12,December,49,Tuesday,False,False,2023,3,9
2023-12-06,2023,4,12,December,49,Wednesday,False,False,2023,3,9
2023-12-07,2023,4,12,December,49,Thursday,False,False,2023,3,9
2023-12-08,2023,4,12,December,49,Friday,False,False,2023,3,9
2023-12-09,2023,4,12,December,49,Saturday,True,False,2023,3,9
2023-12-10,2023,4,12,December,49,Sunday,True,False,2023,3,9
2023-12-11,2023,4,12,December,50,Monday,False,False,2023,3,9
2023-12-12,2023,4,12,December,50,Tuesday,False,False,2023,3,9
2023-12-13,2023,4,12,December,50,Wednesday,False,False,2023,3,9
2023-12-14,2023,4,12,December,50,Thursday,False,False,2023,3,9
2023-12-15,2023,4,12,December,50,Friday,False,False,2023,3,9
2023-12-16,2023,4,12,December,50,Saturday,True,False,2023,3,9
2023-12-17,2023,4,12,December,50,Sunday,True,False,2023,3,9
2023-12-18,2023,4,12,December,51,Monday,False,False,2023,3,9
2023-12-19,2023,4,12,December,51,Tuesday,False,False,2023,3,9
2023-12-20,2023,4,12,December,51,Wednesday,False,False,2023,3,9
2023-12-21,2023,4,12,December,51,Thursday,False,False,2023,3,9
2023-12-22,2023,4,12,December,51,Friday,False,False,2023,3,9
2023-12-23,2023,4,12,December,51,Saturday,True,False,2023,3,9
2023-12-24,2023,4,12,December,51,Sunday,True,False,2023,3,9
2023-12-25,2023,4,12,December,52,Monday,False,True,2023,3,9
2023-12-26,2023,4,12,December,52,Tuesday,False,True,2023,3,9
2023-12-27,2023,4,12,December,52,Wednesday,False,False,2023,3,9
2023-12-28,2023,4,12,December,52,Thursday,False,False,2023,3,9
2023-12-29,2023,4,12,December,52,Friday,False,False,2023,3,9
2023-12-30,2023,4,12,December,52,Saturday,True,False,2023,3,9
2023-12-31,2023,4,12,December,52,Sunday,True,False,2023,3,9
2024-01-01,2024,1,1,January,1,Monday,False,True,2023,4,10
2024-01-02,2024,1,1,January,1,Tuesday,False,False,2023,4,10
2024-01-03,2024,1,1,January,1,Wednesday,False,False,2023,4,10
2024-01-04,2024,1,1,January,1,Thursday,False,False,2023,4,10
2024-01-05,2024,1,1,January,1,Friday,False,False,2023,4,10
2024-01-06,2024,1,1,January,1,Saturday,True,False,2023,4,10
2024-01-07,2024,1,1,January,1,Sunday,True,False,2023,4,10
2024-01-08,2024,1,1,January,2,Monday,False,False,2023,4,10
2024-01-09,2024,1,1,January,2,Tuesday,False,False,2023,4,10
2024-01-10,2024,1,1,January,2,Wednesday,False,False,2023,4,10
2024-01-11,2024,1,1,January,2,Thursday,False,False,2023,4,10
2024-01-12,2024,1,1,January,2,Friday,False,False,2023,4,10
2024-01-13,2024,1,1,January,2,Saturday,True,False,2023,4,10
2024-01-14,2024,1,1,January,2,Sunday,True,False,2023,4,10
2024-01-15,2024,1,1,January,3,Monday,False,False,2023,4,10
2024-01-16,2024,1,1,January,3,Tuesday,False,False,2023,4,10
2024-01-17,2024,1,1,January,3,Wednesday,False,False,2023,4,10
2024-01-18,2024,1,1,January,3,Thursday,False,False,2023,4,10
2024-01-19,2024,1,1,January,3,Friday,False,False,2023,4,10
2024-01-20,2024,1,1,January,3,Saturday,True,False,2023,4,10
2024-01-21,2024,1,1,January,3,Sunday,True,False,2023,4,10
2024-01-22,2024,1,1,January,4,Monday,False,False,2023,4,10
2024-01-23,2024,1,1,January,4,Tuesday,False,False,2023,4,10
2024-01-24,2024,1,1,January,4,Wednesday,False,False,2023,4,10
2024-01-25,2024,1,1,January,4,Thursday,False,False,2023,4,10
2024-01-26,2024,1,1,January,4,Friday,False,False,2023,4,10
2024-01-27,2024,1,1,January,4,Saturday,True,False,2023,4,10
2024-01-28,2024,1,1,January,4,Sunday,True,False,2023,4,10
2024-01-29,2024,1,1,January,5,Monday,False,False,2023,4,10
2024-01-30,2024,1,1,January,5,Tuesday,False,False,2023,4,10
2024-01-31,2024,1,1,January,5,Wednesday,False,False,2023,4,10
2024-02-01,2024,1,2,February,5,Thursday,False,False,2023,4,11
2024-02-02,2024,1,2,February,5,Friday,False,False,2023,4,11
2024-02-03,2024,1,2,February,5,Saturday,True,False,2023,4,11
2024-02-04,2024,1,2,February,5,Sunday,True,False,2023,4,11
2024-02-05,2024,1,2,February,6,Monday,False,False,2023,4,11
2024-02-06,2024,1,2,February,6,Tuesday,False,False,2023,4,11
2024-02-07,2024,1,2,February,6,Wednesday,False,False,2023,4,11
2024-02-08,2024,1,2,February,6,Thursday,False,False,2023,4,11
2024-02-09,2024,1,2,February,6,Friday,False,False,2023,4,11
2024-02-10,2024,1,2,February,6,Saturday,True,False,2023,4,11
2024-02-11,2024,1,2,February,6,Sunday,True,False,2023,4,11
2024-02-12,2024,1,2,February,7,Monday,False,False,2023,4,11
